text,rating,length,clean_text,word_count
"tolong ini kenapa klo di pesan rutenya dikasi yang paling lama, driver juga pada jauh2",1,86,tolong ini kenapa klo di pesan rutenya dikasi yang paling lama driver juga pada jauh,15
enak b oiiiii,5,13,enak b oiiiii,3
murah aman tepat waktu,5,22,murah aman tepat waktu,4
"makin lama makin buruk aja, ojolnya telpon tiba tiba suara ilang. resto gak ngasih kabar klo menu nya gak ada. pake promo gojek+ sama aja kyak gak pake promo malah kadang kena lebih mahal. lama lama aneh lu.",2,207,makin lama makin buruk aja ojolnya telpon tiba tiba suara ilang resto gak ngasih kabar klo menu nya gak ada pake promo gojek sama aja kyak gak pake promo malah kadang kena lebih mahal lama lama aneh lu,38
"drivernya selalu muter jauh saat menjemput, padahal di map aja jalan yg singkat. buang² waktu.",3,94,drivernya selalu muter jauh saat menjemput padahal di map aja jalan yg singkat buang waktu,15
lama dapet driver nya,1,21,lama dapet driver nya,4
saya barusan top up gopay dari shopeepay. keterangan dari shopeepay transfer sudah sukses tapi saldo gopay belum masuk. ini kenapa ya?,3,134,saya barusan top up gopay dari shopeepay keterangan dari shopeepay transfer sudah sukses tapi saldo gopay belum masuk ini kenapa ya,21
cepat dan tepat,5,15,cepat dan tepat,3
sangat membantu untuk bepergian,5,31,sangat membantu untuk bepergian,4
"saya pesan go-ride gak pake hemat, biar cepat tanpa ribet, dan saya bayar lebih mahal. di aplikasi, estimasi driver tiba 2-3 menit. kenyataannya, driver tiba 21 menit kemudian. rugi banget pake gojek. kalau saya kasih bintang 1 ke driver, saya gak berani. pengalaman netizen: driver dipecat, penumpang diintimidasi. alasan driver: dompet ketinggalan. tapi bilangnya pas jemput saya. kalau bilang di awal, ga masalah buat saya menunggu. karena manusiawi kalau ada yg ketinggalan",1,477,saya pesan goride gak pake hemat biar cepat tanpa ribet dan saya bayar lebih mahal di aplikasi estimasi driver tiba menit kenyataannya driver tiba menit kemudian rugi banget pake gojek kalau saya kasih bintang ke driver saya gak berani pengalaman netizen driver dipecat penumpang diintimidasi alasan driver dompet ketinggalan tapi bilangnya pas jemput saya kalau bilang di awal ga masalah buat saya menunggu karena manusiawi kalau ada yg ketinggalan,69
kalo mau rame hidupkan kembali' akun yang kena pm apalgi yang baru dapat panggilan 2024 ke kantor tiba tiba putus mitra kan kocak belum juga dijalanin...,1,153,kalo mau rame hidupkan kembali akun yang kena pm apalgi yang baru dapat panggilan ke kantor tiba tiba putus mitra kan kocak belum juga dijalanin,25
promo blm di pake pas mau di gunakan gabisa tertera promo sudah di pakai mlu hadeh,1,82,promo blm di pake pas mau di gunakan gabisa tertera promo sudah di pakai mlu hadeh,16
karena driver nya pilih yang uang nya lebih banyak,1,50,karena driver nya pilih yang uang nya lebih banyak,9
perjalanan yg menyenangkan dan nyaman,5,37,perjalanan yg menyenangkan dan nyaman,5
memudahkan dlm perjalanan..,4,27,memudahkan dlm perjalanan,3
ini kenapa setiap mau masuk apps gak bisa-bisa,4,46,ini kenapa setiap mau masuk apps gak bisabisa,8
gatau tapi suka bangetttt,5,25,gatau tapi suka bangetttt,4
terima kasih perjalanan memuaskan,5,33,terima kasih perjalanan memuaskan,4
"sangat membantu, mantap",5,23,sangat membantu mantap,3
"ga bisa order, gabisa login aneh",1,32,ga bisa order gabisa login aneh,6
parah banget nih aplikasi mau order gak bisa trs,1,48,parah banget nih aplikasi mau order gak bisa trs,9
aman banget dalam perjalanan nyaman ramah saefty pokoknya,5,57,aman banget dalam perjalanan nyaman ramah saefty pokoknya,8
lemot banget aplikasinya,2,24,lemot banget aplikasinya,3
titik jemput susah banget di edit! bikin driver sering salah alamat dan kesasar!,2,80,titik jemput susah banget di edit bikin driver sering salah alamat dan kesasar,13
"saya udah nunggu lama lama, sekali dapet malah di cancel sama abang gojek nya, padahal saya pengen berangkat sekolah dan jadi tidak sekolah, saya kecewa sekali dengan pekerja"" gojek... saya sekolah di smpn 46 jakarta selatan sangat kecewa saya sudah 4 kali kaya begini dapetnya.... mohon min selanjutnya lebih diperhatikan lagi, misalnya nambahin upah driver, itu membantu banget min, driver"" jadi lebih semangat kalau dapet orderan dan juga saya gak bakal telat lagi jadi-nya😒",1,477,saya udah nunggu lama lama sekali dapet malah di cancel sama abang gojek nya padahal saya pengen berangkat sekolah dan jadi tidak sekolah saya kecewa sekali dengan pekerja gojek saya sekolah di smpn jakarta selatan sangat kecewa saya sudah kali kaya begini dapetnya mohon min selanjutnya lebih diperhatikan lagi misalnya nambahin upah driver itu membantu banget min driver jadi lebih semangat kalau dapet orderan dan juga saya gak bakal telat lagi jadinya,72
"sangat membantu,mudah di pahami👍👍👍👍👍",5,36,sangat membantumudah di pahami,4
"kmrin, 24 mei 2026 pkl. 19.50 lebih. psn gocar dr mog ke jedong. dpt driver pertama jarak 240 mtr (3 mnt) di jl. sumbing. driver gak gerak2 dan gak respon chat, trtulis di aplikasi macet dan klo d batalkan bs kena biaya 3.000 rupiah. saya nunggu sampai 15 menit ttp tdk brgerak dan tdk respon chat. akhirnya saya batalkan pesanan. pesan lg gocar ke 2. dapat lg dr jl. sumbing jarak 500 mtr lbh ( 5 menit). awalnya tidak bergerak dan tidak respon jg. kemudian respon chat bilang mau cari makan dulu.",4,498,kmrin mei pkl lebih psn gocar dr mog ke jedong dpt driver pertama jarak mtr mnt di jl sumbing driver gak gerak dan gak respon chat trtulis di aplikasi macet dan klo d batalkan bs kena biaya rupiah saya nunggu sampai menit ttp tdk brgerak dan tdk respon chat akhirnya saya batalkan pesanan pesan lg gocar ke dapat lg dr jl sumbing jarak mtr lbh menit awalnya tidak bergerak dan tidak respon jg kemudian respon chat bilang mau cari makan dulu,81
parah buat orang login otomatis daur orang masuk ke akin ikel saye,5,66,parah buat orang login otomatis daur orang masuk ke akin ikel saye,12
"klu jarak jauh langsung dpt driver,klu jarak yg deket susah dptnya giliran dpt suka d kensel,klu pesan pas d mlm takbiran....",5,125,klu jarak jauh langsung dpt driverklu jarak yg deket susah dptnya giliran dpt suka d kenselklu pesan pas d mlm takbiran,21
"gojek makin ngaco titik koordinatnya sudah 1 bln saya kalau pesen gojek titiknya ga pernah bener, driver nya juga manja manja ngga mau nyamperin di kordinat yg sudah saya chat, mohon di perbaiki layanan gojek terutama drivernya jangan manja kalau tidak ada perubahan saya hapus aplikasi go-jek...saya sudah update versi terbaru nya kak..",1,337,gojek makin ngaco titik koordinatnya sudah bln saya kalau pesen gojek titiknya ga pernah bener driver nya juga manja manja ngga mau nyamperin di kordinat yg sudah saya chat mohon di perbaiki layanan gojek terutama drivernya jangan manja kalau tidak ada perubahan saya hapus aplikasi gojeksaya sudah update versi terbaru nya kak,52
berguna untuk rakyat yang tidak punya motor,5,43,berguna untuk rakyat yang tidak punya motor,7
"saya tidak punya pinjaman di gopay pinjam tpi saya diteror,diancam..klo data saya disalahgunakan dan disebar saya akan tuntut balik..",1,133,saya tidak punya pinjaman di gopay pinjam tpi saya diterordiancamklo data saya disalahgunakan dan disebar saya akan tuntut balik,19
terimakasih gojek indonesia,5,27,terimakasih gojek indonesia,3
selalu cepat dalam pelayanan,5,28,selalu cepat dalam pelayanan,4
"gak tahu kenapa akhir² ini susah banget dapat driver, harus altiflan prioritas, padahal juga hadi biasa pasti ada tulisan lagi rame aktifkan prioritas, jadi sekarang sudah gk minat pakai gojek lagi",1,197,gak tahu kenapa akhir ini susah banget dapat driver harus altiflan prioritas padahal juga hadi biasa pasti ada tulisan lagi rame aktifkan prioritas jadi sekarang sudah gk minat pakai gojek lagi,31
"semenjak di update sekarang malah jelek, bisa2nya ada driver terdekat malah ngambil yg paling jauh, sering tiba2 ngelag dan keluar sendiri, malah sering ga dapat driver karna dari aplikasi bilang tidak dapat mencari driver padahal bukan di jam sibuk",1,249,semenjak di update sekarang malah jelek bisanya ada driver terdekat malah ngambil yg paling jauh sering tiba ngelag dan keluar sendiri malah sering ga dapat driver karna dari aplikasi bilang tidak dapat mencari driver padahal bukan di jam sibuk,39
"saya ganti reviewnya karena keluhan saya ditangani dengan tdk profesional, saya yg mengajukan laporan ttg transfer gopay tdk dikenal malah gopay saya yg di blokir dan jadi gk bisa pake gojek krn saya bukan pengguna cash sunggu nyita waktu buat bkin laporan sperti ini mana pagi subuh pas siap2 mau berangkat kerja, kesel.",3,321,saya ganti reviewnya karena keluhan saya ditangani dengan tdk profesional saya yg mengajukan laporan ttg transfer gopay tdk dikenal malah gopay saya yg di blokir dan jadi gk bisa pake gojek krn saya bukan pengguna cash sunggu nyita waktu buat bkin laporan sperti ini mana pagi subuh pas siap mau berangkat kerja kesel,53
"pagi pagi order gojek menyenangkan,driver sopan,ramah dan hambel",5,64,pagi pagi order gojek menyenangkandriver sopanramah dan hambel,8
"tolong untuk layanan comfort klw memang harus bayar lebih mahal tidak apa"" asal tidak membahayakan.saya hampir celaka karena ulah driver anda",5,141,tolong untuk layanan comfort klw memang harus bayar lebih mahal tidak apa asal tidak membahayakansaya hampir celaka karena ulah driver anda,21
lebih mudah utk cari transportasi dan makanan,5,45,lebih mudah utk cari transportasi dan makanan,7
kalo ndak bisa nyariin driver jangan dipersulit pembatalan. kalo emang warungnya tutup ya kasih tanda tutup. jangan bikin nunggu lama gara gara itu. dah nunggu lama akhirnya cancel juga. kan astaghfirullah banget🙏🏼,1,214,kalo ndak bisa nyariin driver jangan dipersulit pembatalan kalo emang warungnya tutup ya kasih tanda tutup jangan bikin nunggu lama gara gara itu dah nunggu lama akhirnya cancel juga kan astaghfirullah banget,32
"ulasan ku yang dari tahun-tahun lalu bintang 5 sekarang jadi update turun ke bintang 3 , dari banyak nya pesanan ku selalu dapet driver baik, tetapi baru pertama kali minggu ini dapat driver kurang berkenan (tidak baik) , intimidasi customer dari awal di resto saja chat driver sudah beda sendiri, belum juga jalan ke titik pengantaran udah banyak pesan² tidak baik, tolong kalau ada orang depresi masalah pribadi jangan di bawa ke tempat kerja, profesional kode etik harusnya driver paham.",3,490,ulasan ku yang dari tahuntahun lalu bintang sekarang jadi update turun ke bintang dari banyak nya pesanan ku selalu dapet driver baik tetapi baru pertama kali minggu ini dapat driver kurang berkenan tidak baik intimidasi customer dari awal di resto saja chat driver sudah beda sendiri belum juga jalan ke titik pengantaran udah banyak pesan tidak baik tolong kalau ada orang depresi masalah pribadi jangan di bawa ke tempat kerja profesional kode etik harusnya driver paham,76
apk yg membantu bangat,5,22,apk yg membantu bangat,4
applikasi pemiskin rakyat indobesia,1,35,applikasi pemiskin rakyat indobesia,4
"bertahun2 pakai aplikasi ini, tapi pelayanan dari sistem tetap jelek",1,68,bertahun pakai aplikasi ini tapi pelayanan dari sistem tetap jelek,10
resto terlalu lama nyiapin makanan tapi ga bisa dicancel. payah,1,63,resto terlalu lama nyiapin makanan tapi ga bisa dicancel payah,10
"membantu disaat tidakanda kendaraan dirumah , entah itu buat keluar , beli makanan , banyak diskon promo lainnya yang menarik",5,125,membantu disaat tidakanda kendaraan dirumah entah itu buat keluar beli makanan banyak diskon promo lainnya yang menarik,17
pelayananya baik skali,5,22,pelayananya baik skali,3
drivernya sangat bersahabat,5,27,drivernya sangat bersahabat,3
"drivernya rata rata gak amanah , performa turun jauhhhhh, kompain respon lambat!!",1,81,drivernya rata rata gak amanah performa turun jauhhhhh kompain respon lambat,11
makin lama makin mahal. ga ngotak,1,33,makin lama makin mahal ga ngotak,6
bagus pelayanan semain cepat,5,28,bagus pelayanan semain cepat,4
drivernya gk amanah!! banyak bikin kecewa!,1,42,drivernya gk amanah banyak bikin kecewa,6
driver lu nda punya otak,1,24,driver lu nda punya otak,5
"di bagian gofood banyak banget yang jelek nya 1. ketika susah dapet driver timer otomatis melambat tidak real time 2. chat cs dibalas nya oleh ai(meskipun bahasa nya tidak kaku tapi kita hanya disuruh pilih jawaban saya tidak bisa tulis sendiri) 3. ketika disambungkan ke cs yang diberi kebebasan chat apapun,ternyata itu masih ai yang jawab,hanya memberi informasi terkait pesanan,bukan menjawab pertanyaan. jujur gk tau harus bangga atau gk,sisi lain ini apk dalam negri,sisi lain tidak memuaskan",1,498,di bagian gofood banyak banget yang jelek nya ketika susah dapet driver timer otomatis melambat tidak real time chat cs dibalas nya oleh aimeskipun bahasa nya tidak kaku tapi kita hanya disuruh pilih jawaban saya tidak bisa tulis sendiri ketika disambungkan ke cs yang diberi kebebasan chat apapunternyata itu masih ai yang jawabhanya memberi informasi terkait pesananbukan menjawab pertanyaan jujur gk tau harus bangga atau gksisi lain ini apk dalam negrisisi lain tidak memuaskan,74
aplikasi kebanyakan peripikasi muka sehari sampai 6 x paraaaaaaaaaah.,1,69,aplikasi kebanyakan peripikasi muka sehari sampai x paraaaaaaaaaah,8
"udah berusaha jadi pelanggan yg baik, tapi masih banyak driver yg males²an dan menyepelekan orderan pelanggan. kasihlah sosialisasi kalau terkadang ada pesanan yg urgent",2,169,udah berusaha jadi pelanggan yg baik tapi masih banyak driver yg malesan dan menyepelekan orderan pelanggan kasihlah sosialisasi kalau terkadang ada pesanan yg urgent,24
"driver lu pada gak niat kerja 2 jam gua nunggu driver, ongkir lu mahal gak jelas",1,80,driver lu pada gak niat kerja jam gua nunggu driver ongkir lu mahal gak jelas,15
"memang tarifnya murah.. tapi mencari drivernya lama, bisa sampai 10 - 30 menit . itu pun jika sudah memilih menu yg nambah tarif. terimakasih",1,141,memang tarifnya murah tapi mencari drivernya lama bisa sampai menit itu pun jika sudah memilih menu yg nambah tarif terimakasih,20
drivernya gamau ambil orderan yang hemat,1,40,drivernya gamau ambil orderan yang hemat,6
sangat membantu cepat dan profesional,5,37,sangat membantu cepat dan profesional,5
"saya korban penipuan dari fitur gojek pinjam, akun di hack , yang tadi nya pengen benerin akun gofood yang ingin pindah alamat , malah saya tertipu dari oknum yang mengatasnamakan cs gojek .. fitur yang menyesatkan , celah buat para penipu .. menyesal instal aplikasi gojek .. saya harus nanggung saldo sebesar 2 juta yang di beri gojek , saya tidak merasa memakai uang trsbut .. kalaupun saya menolak bayar , itu karena saya tidak makan uang seperak pun .. tagih sendiri ke pelaku yang nipu saya",1,496,saya korban penipuan dari fitur gojek pinjam akun di hack yang tadi nya pengen benerin akun gofood yang ingin pindah alamat malah saya tertipu dari oknum yang mengatasnamakan cs gojek fitur yang menyesatkan celah buat para penipu menyesal instal aplikasi gojek saya harus nanggung saldo sebesar juta yang di beri gojek saya tidak merasa memakai uang trsbut kalaupun saya menolak bayar itu karena saya tidak makan uang seperak pun tagih sendiri ke pelaku yang nipu saya,76
"mungkin gak semua tapi banyak banget driver taksi online gojek suka meminta membatalkan pesanan, padahal sudah lama ditunggu dengan beribu alasannya. udah males saya dengan aplikasi gojek untuk memesan gocar.",2,208,mungkin gak semua tapi banyak banget driver taksi online gojek suka meminta membatalkan pesanan padahal sudah lama ditunggu dengan beribu alasannya udah males saya dengan aplikasi gojek untuk memesan gocar,30
"udah 2x beli gofood dibatalin, mana udah nunggu 1 jam lebih, makasih gojek",1,74,udah x beli gofood dibatalin mana udah nunggu jam lebih makasih gojek,12
kok sekarang pemilihan restonya gak bisa banyak? dan aplikasinya berat banget ya,1,80,kok sekarang pemilihan restonya gak bisa banyak dan aplikasinya berat banget ya,12
