text,rating,length,clean_text,word_count,normalized_text,tokens,final_text
"oon bgtt, datengnya luama bgtt. soalnya ga dapet2 drivernya dan juga gabisa dibatalinn. udah gitu restonya baru nyiapin makanannya kalo uda dapet driver. aneehh",1,160,oon bgtt datengnya luama bgtt soalnya ga dapet drivernya dan juga gabisa dibatalinn udah gitu restonya baru nyiapin makanannya kalo uda dapet driver aneehh,24,oon banget datengnya luama banget soalnya tidak dapet drivernya dan juga gabisa dibatalinn udah gitu restonya baru nyiapin makanannya kalo uda dapet driver aneehh,"['oon', 'banget', 'datengnya', 'luama', 'banget', 'soal', 'dapet', 'drivernya', 'gabisa', 'dibatalinn', 'udah', 'gitu', 'restonya', 'baru', 'nyiapin', 'makan', 'kalo', 'uda', 'dapet', 'driver', 'aneehh']",oon banget datengnya luama banget soal dapet drivernya gabisa dibatalinn udah gitu restonya baru nyiapin makan kalo uda dapet driver aneehh
"bener2 membantu kalau ga sempet makan, pesen d hp makanan langsung dtg",5,70,bener membantu kalau ga sempet makan pesen d hp makanan langsung dtg,12,bener membantu kalau tidak sempet makan pesen d hp makanan langsung dtg,"['bener', 'bantu', 'kalau', 'sempet', 'makan', 'sen', 'd', 'hp', 'makan', 'langsung', 'dtg']",bener bantu kalau sempet makan sen d hp makan langsung dtg
kasih sanksi tegas untuk driver bernama fradifa stiawan kendaraan scoppy plat = bk 5161 ail masalahnya 1. menurunkan custumers ditengah jalan atau tidak sampai tempat tujuan dengan alasan orderan lain 2. berkata tidak pantas 3. genit 4. menyuruh custumers untuk memeluk dia saat dikendaraan 5. driver otak mesum atau negatif,1,324,kasih sanksi tegas untuk driver bernama fradifa stiawan kendaraan scoppy plat bk ail masalahnya menurunkan custumers ditengah jalan atau tidak sampai tempat tujuan dengan alasan orderan lain berkata tidak pantas genit menyuruh custumers untuk memeluk dia saat dikendaraan driver otak mesum atau negatif,43,kasih sanksi tegas untuk driver bernama fradifa stiawan kendaraan scoppy plat bk ail masalahnya menurunkan custumers ditengah jalan atau tidak sampai tempat tujuan dengan alasan orderan lain berkata tidak pantas genit menyuruh custumers untuk memeluk dia saat dikendaraan driver otak mesum atau negatif,"['kasih', 'sanksi', 'tegas', 'driver', 'nama', 'fradifa', 'stiawan', 'kendara', 'scoppy', 'plat', 'bk', 'ail', 'masalah', 'turun', 'custumers', 'tengah', 'jalan', 'tempat', 'tuju', 'alas', 'order', 'kata', 'pantas', 'genit', 'suruh', 'custumers', 'peluk', 'kendara', 'driver', 'otak', 'mesum', 'negatif']",kasih sanksi tegas driver nama fradifa stiawan kendara scoppy plat bk ail masalah turun custumers tengah jalan tempat tuju alas order kata pantas genit suruh custumers peluk kendara driver otak mesum negatif
susah dapat driver sampai pakai prioritas pun sama tolong dibenahi,3,66,susah dapat driver sampai pakai prioritas pun sama tolong dibenahi,10,susah dapat driver sampai pakai prioritas pun sama tolong dibenahi,"['susah', 'driver', 'pakai', 'prioritas', 'sama', 'benah']",susah driver pakai prioritas sama benah
"tolong dong drivernya diajarin sopan santun, kesel banget... udah dapatnya lama sekali dapat driver kek taik",5,108,tolong dong drivernya diajarin sopan santun kesel banget udah dapatnya lama sekali dapat driver kek taik,16,tolong dong drivernya diajarin sopan santun kesel banget udah dapatnya lama sekali dapat driver kek taik,"['dong', 'drivernya', 'diajarin', 'sopan', 'santun', 'kesel', 'banget', 'udah', 'dapat', 'lama', 'sekali', 'driver', 'kek', 'taik']",dong drivernya diajarin sopan santun kesel banget udah dapat lama sekali driver kek taik
ongkir terlalu mahal,1,20,ongkir terlalu mahal,3,ongkir terlalu mahal,"['ongkir', 'terlalu', 'mahal']",ongkir terlalu mahal
"susah dapat driver🙏🏻, tetangga bisa dapat driver,saya pesan 2x tidak dapat2 driver, ga adil🙏🏻",1,93,susah dapat driver tetangga bisa dapat driversaya pesan x tidak dapat driver ga adil,14,susah dapat driver tetangga bisa dapat driversaya pesan x tidak dapat driver tidak adil,"['susah', 'driver', 'tetangga', 'driversaya', 'pesan', 'x', 'driver', 'adil']",susah driver tetangga driversaya pesan x driver adil
semuanya dibuat mudah 👍👍,5,24,semuanya dibuat mudah,3,semuanya dibuat mudah,"['semua', 'buat', 'mudah']",semua buat mudah
"apaan, nyari driver lama banget. udah sering banget kaya gitu lo, kan aneh mending maxim kalo gitu. mana klo nunggu bisa 1 jam, klo aplikasi lai udh sampe 40 menitan mah",1,169,apaan nyari driver lama banget udah sering banget kaya gitu lo kan aneh mending maxim kalo gitu mana klo nunggu bisa jam klo aplikasi lai udh sampe menitan mah,29,apaan nyari driver lama banget udah sering banget kaya gitu lo kan aneh mending maxim kalo gitu mana klo nunggu bisa jam klo aplikasi lai sudah sampe menitan mah,"['apa', 'nyari', 'driver', 'lama', 'banget', 'udah', 'sering', 'banget', 'kaya', 'gitu', 'lo', 'kan', 'aneh', 'mending', 'maxim', 'kalo', 'gitu', 'mana', 'klo', 'nunggu', 'jam', 'klo', 'aplikasi', 'lai', 'sampe', 'menit', 'mah']",apa nyari driver lama banget udah sering banget kaya gitu lo kan aneh mending maxim kalo gitu mana klo nunggu jam klo aplikasi lai sampe menit mah
aplikasinya bagus minimal diperbaikin min kayak misalnya beli makanan pas udah pembayaran untuk beli makanan terus makanan di proses tapi belum sama sekali dapat driver sampe 5 menit mending langsung dibatalin min jangan harus tunggu sampai 1 jam lebih keburu mati kelaparan,3,274,aplikasinya bagus minimal diperbaikin min kayak misalnya beli makanan pas udah pembayaran untuk beli makanan terus makanan di proses tapi belum sama sekali dapat driver sampe menit mending langsung dibatalin min jangan harus tunggu sampai jam lebih keburu mati kelaparan,40,aplikasinya bagus minimal diperbaikin min kayak misalnya beli makanan pas udah pembayaran untuk beli makanan terus makanan di proses tapi belum sama sekali dapat driver sampe menit mending langsung dibatalin min jangan harus tunggu sampai jam lebih keburu mati kelaparan,"['aplikasi', 'bagus', 'minimal', 'diperbaikin', 'min', 'kayak', 'misal', 'beli', 'makan', 'pas', 'udah', 'bayar', 'beli', 'makan', 'terus', 'makan', 'proses', 'sama', 'sekali', 'driver', 'sampe', 'menit', 'mending', 'langsung', 'dibatalin', 'min', 'jangan', 'tunggu', 'jam', 'lebih', 'keburu', 'mati', 'lapar']",aplikasi bagus minimal diperbaikin min kayak misal beli makan pas udah bayar beli makan terus makan proses sama sekali driver sampe menit mending langsung dibatalin min jangan tunggu jam lebih keburu mati lapar
tolong buat yang bc para customer gojek mohon hentikan cancal canceln sudah byk korban driver akun pada susah dpt orderan karena ulah kalian jlo mau pesan pikir dulu 100x 100 kali klo positif baru pesan jgn udah pesan masuk driver malah di cancel mohon hentikan ulah kalian,5,273,tolong buat yang bc para customer gojek mohon hentikan cancal canceln sudah byk korban driver akun pada susah dpt orderan karena ulah kalian jlo mau pesan pikir dulu x kali klo positif baru pesan jgn udah pesan masuk driver malah di cancel mohon hentikan ulah kalian,46,tolong buat yang bc para customer gojek mohon hentikan cancal canceln sudah byk korban driver akun pada susah dpt orderan karena ulah kalian jlo mau pesan pikir dulu x kali klo positif baru pesan jgn udah pesan masuk driver malah di cancel mohon hentikan ulah kalian,"['buat', 'bc', 'customer', 'gojek', 'mohon', 'henti', 'cancal', 'canceln', 'byk', 'korban', 'driver', 'akun', 'susah', 'dpt', 'order', 'ulah', 'kalian', 'jlo', 'mau', 'pesan', 'pikir', 'dulu', 'x', 'kali', 'klo', 'positif', 'baru', 'pesan', 'jgn', 'udah', 'pesan', 'masuk', 'driver', 'malah', 'cancel', 'mohon', 'henti', 'ulah', 'kalian']",buat bc customer gojek mohon henti cancal canceln byk korban driver akun susah dpt order ulah kalian jlo mau pesan pikir dulu x kali klo positif baru pesan jgn udah pesan masuk driver malah cancel mohon henti ulah kalian
"ga lagi2 pake go food disini, sistemnya jelek parah, gak bis cancel karna kelamaan ga nemu driver sampe setengah jam, ga lagi2 dah kapok",1,136,ga lagi pake go food disini sistemnya jelek parah gak bis cancel karna kelamaan ga nemu driver sampe setengah jam ga lagi dah kapok,24,tidak lagi pake go food disini sistemnya jelek parah gak bis cancel karna kelamaan tidak nemu driver sampe setengah jam tidak lagi dah kapok,"['pake', 'go', 'food', 'sini', 'sistem', 'jelek', 'parah', 'gak', 'bis', 'cancel', 'karna', 'lama', 'nemu', 'driver', 'sampe', 'tengah', 'jam', 'dah', 'kapok']",pake go food sini sistem jelek parah gak bis cancel karna lama nemu driver sampe tengah jam dah kapok
"kebiasaan banget pesen go food driver nya double order, pesen cream soap nyampe jadi nya air, tolong lo gojek jangan di ksih double² order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep + ber air",1,212,kebiasaan banget pesen go food driver nya double order pesen cream soap nyampe jadi nya air tolong lo gojek jangan di ksih double order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep ber air,39,kebiasaan banget pesen go food driver nya double order pesen cream soap nyampe jadi nya air tolong lo gojek jangan di ksih double order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep ber air,"['biasa', 'banget', 'sen', 'go', 'food', 'driver', 'nya', 'double', 'order', 'sen', 'cream', 'soap', 'nyampe', 'jadi', 'nya', 'air', 'lo', 'gojek', 'jangan', 'ksih', 'double', 'order', 'klo', 'pesan', 'nya', 'yg', 'sekira', 'nya', 'siap', 'saji', 'mau', 'makan', 'anget', 'jdi', 'anyep', 'ber', 'air']",biasa banget sen go food driver nya double order sen cream soap nyampe jadi nya air lo gojek jangan ksih double order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep ber air
"saya pengguna lama di gojek, tapi beberapa kali di tolak gopay later, gak papa kok, byk aplikasi lain yg bisa bantu, mulai hari ini, akun sy tutup, sangat2 mengecewakan",1,168,saya pengguna lama di gojek tapi beberapa kali di tolak gopay later gak papa kok byk aplikasi lain yg bisa bantu mulai hari ini akun sy tutup sangat mengecewakan,29,saya pengguna lama di gojek tapi beberapa kali di tolak gopay later gak papa kok byk aplikasi lain yg bisa bantu mulai hari ini akun sy tutup sangat mengecewakan,"['guna', 'lama', 'gojek', 'beberapa', 'kali', 'tolak', 'gopay', 'later', 'gak', 'papa', 'kok', 'byk', 'aplikasi', 'yg', 'bantu', 'mulai', 'hari', 'akun', 'sy', 'tutup', 'sangat', 'kecewa']",guna lama gojek beberapa kali tolak gopay later gak papa kok byk aplikasi yg bantu mulai hari akun sy tutup sangat kecewa
"aplikasi penipuan, masa biaya bisa sampai dobel dobel, banyak driver nakalnya apalagi gocar",1,91,aplikasi penipuan masa biaya bisa sampai dobel dobel banyak driver nakalnya apalagi gocar,13,aplikasi penipuan masa biaya bisa sampai dobel dobel banyak driver nakalnya apalagi gocar,"['aplikasi', 'tipu', 'masa', 'biaya', 'dobel', 'dobel', 'banyak', 'driver', 'nakal', 'gocar']",aplikasi tipu masa biaya dobel dobel banyak driver nakal gocar
so far so good,5,14,so far so good,4,so far so good,"['so', 'far', 'so', 'good']",so far so good
mudah banget buat yang mageran,5,30,mudah banget buat yang mageran,5,mudah banget buat yang mageran,"['mudah', 'banget', 'buat', 'mageran']",mudah banget buat mageran
pokonya paling praktis dan paling oke...gojek selalu dihati💐,5,60,pokonya paling praktis dan paling okegojek selalu dihati,8,pokonya paling praktis dan paling okegojek selalu dihati,"['poko', 'paling', 'praktis', 'paling', 'okegojek', 'selalu', 'hati']",poko paling praktis paling okegojek selalu hati
ngebantu bgt terus banyak diskin lop lop deh,5,44,ngebantu bgt terus banyak diskin lop lop deh,8,ngebantu banget terus banyak diskin lop lop deh,"['ngebantu', 'banget', 'terus', 'banyak', 'diskin', 'lop', 'lop', 'deh']",ngebantu banget terus banyak diskin lop lop deh
"selalu menjadi pertama yang dibuka. lengkap, cuma rada mahal sekarang ^_^ semoga makin langgeng menyertai perjalanan warga dalam beraktivitas.",5,142,selalu menjadi pertama yang dibuka lengkap cuma rada mahal sekarang semoga makin langgeng menyertai perjalanan warga dalam beraktivitas,18,selalu menjadi pertama yang dibuka lengkap cuma rada mahal sekarang semoga makin langgeng menyertai perjalanan warga dalam beraktivitas,"['selalu', 'jadi', 'pertama', 'buka', 'lengkap', 'cuma', 'rada', 'mahal', 'sekarang', 'moga', 'makin', 'langgeng', 'serta', 'jalan', 'warga', 'aktivitas']",selalu jadi pertama buka lengkap cuma rada mahal sekarang moga makin langgeng serta jalan warga aktivitas
cepat bersih aman tanks pak gojek,5,33,cepat bersih aman tanks pak gojek,6,cepat bersih aman tanks pak gojek,"['cepat', 'bersih', 'aman', 'tanks', 'pak', 'gojek']",cepat bersih aman tanks pak gojek
cuma chat drivernya kalo gak di.buka gatau kalau sudah di balas.,5,64,cuma chat drivernya kalo gak dibuka gatau kalau sudah di balas,11,cuma chat drivernya kalo gak dibuka gatau kalau sudah di balas,"['cuma', 'chat', 'drivernya', 'kalo', 'gak', 'buka', 'gatau', 'kalau', 'balas']",cuma chat drivernya kalo gak buka gatau kalau balas
gojek bnyak membantu,5,20,gojek bnyak membantu,3,gojek bnyak membantu,"['gojek', 'bnyak', 'bantu']",gojek bnyak bantu
kurang bae driver nya,1,21,kurang bae driver nya,4,kurang bae driver nya,"['kurang', 'bae', 'driver', 'nya']",kurang bae driver nya
gojek untuk diskon makanannya lumayan banyak,5,44,gojek untuk diskon makanannya lumayan banyak,6,gojek untuk diskon makanannya lumayan banyak,"['gojek', 'diskon', 'makan', 'lumayan', 'banyak']",gojek diskon makan lumayan banyak
luar biasa ..membantu,5,21,luar biasa membantu,3,luar biasa membantu,"['luar', 'biasa', 'bantu']",luar biasa bantu
"cuman di gojek bisa hentikan waktu!!! keterangan 3 menit sampe tapi udah 15menit ngga sampe sampe, permainan kata ini tolol!!!",1,126,cuman di gojek bisa hentikan waktu keterangan menit sampe tapi udah menit ngga sampe sampe permainan kata ini tolol,19,cuman di gojek bisa hentikan waktu keterangan menit sampe tapi udah menit ngga sampe sampe permainan kata ini tolol,"['cuman', 'gojek', 'henti', 'waktu', 'terang', 'menit', 'sampe', 'udah', 'menit', 'ngga', 'sampe', 'sampe', 'main', 'kata', 'tolol']",cuman gojek henti waktu terang menit sampe udah menit ngga sampe sampe main kata tolol
jangan pakai gojek customer service tidak bekerja dengan baik saya ada kendala dengan kerugian 25.100 tapi tidak dibantu langsung ditutup laporan nya. customer service pemalas,1,175,jangan pakai gojek customer service tidak bekerja dengan baik saya ada kendala dengan kerugian tapi tidak dibantu langsung ditutup laporan nya customer service pemalas,24,jangan pakai gojek customer service tidak bekerja dengan baik saya ada kendala dengan kerugian tapi tidak dibantu langsung ditutup laporan nya customer service pemalas,"['jangan', 'pakai', 'gojek', 'customer', 'service', 'kerja', 'baik', 'kendala', 'rugi', 'bantu', 'langsung', 'tutup', 'lapor', 'nya', 'customer', 'service', 'malas']",jangan pakai gojek customer service kerja baik kendala rugi bantu langsung tutup lapor nya customer service malas
coment buat driver dirahasia ya,5,31,coment buat driver dirahasia ya,5,coment buat driver dirahasia ya,"['coment', 'buat', 'driver', 'rahasia']",coment buat driver rahasia
"driver tidak ramah aplikasi yang eror customer yang kena marah. selain itu, rating customer hanya dapat dilihat oleh driver menjadi tidak adil bagi customer. kenapa driver bisa melihat secara jelas siapa dan apa isi dari ratingnya sedangkan customer tidak bisa",1,260,driver tidak ramah aplikasi yang eror customer yang kena marah selain itu rating customer hanya dapat dilihat oleh driver menjadi tidak adil bagi customer kenapa driver bisa melihat secara jelas siapa dan apa isi dari ratingnya sedangkan customer tidak bisa,40,driver tidak ramah aplikasi yang eror customer yang kena marah selain itu rating customer hanya dapat dilihat oleh driver menjadi tidak adil bagi customer kenapa driver bisa melihat secara jelas siapa dan apa isi dari ratingnya sedangkan customer tidak bisa,"['driver', 'ramah', 'aplikasi', 'eror', 'customer', 'kena', 'marah', 'rating', 'customer', 'lihat', 'driver', 'jadi', 'adil', 'customer', 'driver', 'lihat', 'jelas', 'siapa', 'apa', 'isi', 'ratingnya', 'customer']",driver ramah aplikasi eror customer kena marah rating customer lihat driver jadi adil customer driver lihat jelas siapa apa isi ratingnya customer
banyakin promo ya min,5,21,banyakin promo ya min,4,banyakin promo ya min,"['banyakin', 'promo', 'min']",banyakin promo min
makan gw ga sampe2 gofood kok dobel order sekaligus... tanpa info... keterlaluan,1,80,makan gw ga sampe gofood kok dobel order sekaligus tanpa info keterlaluan,12,makan gw tidak sampe gofood kok dobel order sekaligus tanpa info keterlaluan,"['makan', 'gw', 'sampe', 'gofood', 'kok', 'dobel', 'order', 'sekaligus', 'info', 'terlalu']",makan gw sampe gofood kok dobel order sekaligus info terlalu
bagus dan membantu,5,18,bagus dan membantu,3,bagus dan membantu,"['bagus', 'bantu']",bagus bantu
"aplikasi nya lama bikin sebel udh aktifkan fitur gofood exspress malah datang nya telat trs udh berkali kali kek gini bikin males, driver nya juga nolak mulu kalo gk nolak diterima tapi gk jalan tambah bikin males hadee mohon dibenerin dong gojek",3,246,aplikasi nya lama bikin sebel udh aktifkan fitur gofood exspress malah datang nya telat trs udh berkali kali kek gini bikin males driver nya juga nolak mulu kalo gk nolak diterima tapi gk jalan tambah bikin males hadee mohon dibenerin dong gojek,42,aplikasi nya lama bikin sebel sudah aktifkan fitur gofood exspress malah datang nya telat trs sudah berkali kali kek gini bikin males driver nya juga nolak mulu kalo tidak nolak diterima tapi tidak jalan tambah bikin males hadee mohon dibenerin dong gojek,"['aplikasi', 'nya', 'lama', 'bikin', 'sebel', 'aktif', 'fitur', 'gofood', 'exspress', 'malah', 'datang', 'nya', 'telat', 'trs', 'kali', 'kali', 'kek', 'gin', 'bikin', 'males', 'driver', 'nya', 'nolak', 'mulu', 'kalo', 'nolak', 'terima', 'jalan', 'tambah', 'bikin', 'males', 'hadee', 'mohon', 'dibenerin', 'dong', 'gojek']",aplikasi nya lama bikin sebel aktif fitur gofood exspress malah datang nya telat trs kali kali kek gin bikin males driver nya nolak mulu kalo nolak terima jalan tambah bikin males hadee mohon dibenerin dong gojek
